
uid,i__start_size,i__cons_marry_allow_thr,i__cons_marry_chance,d__incident_rate,c__gen_count,c__min_offspring,c__max_offspring,c__min_gen_grow,c__max_gen_grow,c__death_age,c__min_marry_age,c__max_marry_age,c__gene_healthy_weight,c__gene_trait_weight,c__gene_affect_weight,s__stop_marry_prop,s__cons_marry_prop,s__die_dis_count,s__die_age_count,s__stop_marry_count,s__offspring_count,s__cons_marry_count,s__marry_count,s__end_size,s__end_kid_count,s__end_senior_count,s__end_male_unmarry_count,s__end_female_unmarry_count,s__end_male_marry_count,s__end_female_marry_count
b003_r005_p311,1000,3,0.2,0.01359626362221069,11,0,6,16,19,80,18,60,0.8,0.2,0,0.21017244599389903,0.0,655,11797,3376,48175,0,16063,36723,16217,0,0,177,10187,10142
b003_r005_p312,1000,3,0.4,0.01218301117219365,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4182391618110868,0.0,687,12923,7824,56390,0,18707,43780,19209,0,0,80,12257,12234
b003_r005_p313,1000,3,0.6,0.01630780991209071,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6197165274614022,0.0,768,11585,9794,47094,0,15804,35741,15636,2,71,0,9981,10051
b003_r005_p314,1000,3,0.8,0.01266485957039703,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8154087621127337,0.0,556,10468,11949,43901,0,14654,33877,14952,0,83,0,9410,9432
b003_r005_p315,1000,4,0,0.01719290159022816,11,0,6,16,19,80,18,60,0.8,0.2,0,0.002948638826030309,0.0,746,11118,43,43390,0,14583,32526,14307,3,156,0,8958,9102
b003_r005_p316,1000,4,0.2,0.014701462632738931,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22354783386772054,0.0,587,10368,2998,39928,0,13411,29973,13040,11,404,0,8176,8342
b003_r005_p317,1000,4,0.4,0.015114352005303281,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4243169580535797,0.0,684,11225,6383,45255,0,15043,34346,15279,0,0,204,9493,9370
b003_r005_p318,1000,4,0.6,0.012213776386698986,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6236250262733833,0.0,519,11030,8901,42493,0,14273,31944,14212,4,194,0,8718,8816
b003_r005_p319,1000,4,0.8,0.012708310934308138,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8483446298227321,0.0,591,10978,13017,46505,0,15344,35936,16021,0,204,0,9894,9817
b003_r005_p320,4000,0,0,0.013040011257563676,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2502,45586,0,191871,0,63879,147783,65444,1,132,0,40945,41261
b003_r005_p321,4000,0,0.2,0.012561921390287478,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1017493424674292,2475,46729,0,197024,6654,65396,151820,67218,6,515,0,41962,42119
b003_r005_p322,4000,0,0.4,0.014838141217812026,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1875449401319286,2846,45822,0,191803,11998,63974,147135,65007,0,0,2,41104,41022
b003_r005_p323,4000,0,0.6,0.014769945649919097,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2613176696681803,2848,46810,0,192824,16861,64523,147166,64821,0,0,106,41053,41186
b003_r005_p324,4000,0,0.8,0.014845053761169437,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3269951751957605,2811,45868,0,189356,20671,63215,144677,63905,0,209,0,40419,40144
b003_r005_p325,4000,2,0,0.014263024641851835,11,0,6,16,19,80,18,60,0.8,0.2,0,6.284466370249337e-05,0.0,2721,46663,4,190773,0,63649,145389,63903,0,0,841,40502,40143
b003_r005_p326,4000,2,0.2,0.013135649661362542,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00016951503290132684,0.1024024903299379,2564,47130,11,195194,6645,64891,149500,66594,0,0,250,41570,41086
b003_r005_p327,4000,2,0.4,0.014875919506214594,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012705067733892355,0.18697095303889338,2815,45316,8,189232,11773,62967,145101,64086,1,391,0,40345,40278
b003_r005_p328,4000,2,0.6,0.013769594297962451,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00015542189272780963,0.2644192660978225,2666,46121,10,193615,17013,64341,148828,66015,0,0,240,41368,41205
b003_r005_p329,4000,2,0.8,0.014065922869224107,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00010704018594409444,0.33197749097804147,2761,47208,7,196290,21710,65396,150321,66326,0,0,411,41844,41740
b003_r005_p330,4000,3,0,0.013380510362897356,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00018421449265654046,0.0,2390,43617,11,178618,0,59713,136611,60405,1,382,0,37789,38034
b003_r005_p331,4000,3,0.2,0.013939119550454073,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20169537350700575,0.0,2617,45666,12682,187745,0,62877,143462,62954,0,0,420,40060,40028
b003_r005_p332,4000,3,0.4,0.013304651394057395,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4035540179273471,0.0,2542,45255,25662,191061,0,63590,147264,65175,0,0,164,40952,40973
b003_r005_p333,4000,3,0.6,0.01292087699517471,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6188971578879836,0.0,2418,44739,38587,187139,0,62348,143982,63929,0,0,91,39916,40046
b003_r005_p334,4000,3,0.8,0.014962031715331274,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8167318191564814,0.0,2723,44322,49516,181994,0,60627,138949,61588,0,0,429,38517,38415
b003_r005_p335,4000,4,0,0.01306897107865835,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005948281259783358,0.0,2512,46486,38,192211,0,63884,147213,65520,14,361,0,40478,40840
b003_r005_p336,4000,4,0.2,0.013053644686159275,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20768578694546483,0.0,2501,45564,13230,191594,0,63702,147529,65390,0,0,298,40999,40842
b003_r005_p337,4000,4,0.4,0.012949866096967058,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4128873943469963,0.0,2558,47730,27258,197531,0,66018,151243,66721,0,0,216,42257,42049
b003_r005_p338,4000,4,0.6,0.012795901917529271,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6220329827460201,0.0,2413,45563,39152,188576,0,62942,144600,64057,0,0,221,40323,39999
b003_r005_p339,4000,4,0.8,0.013883847072502196,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8408268978695851,0.0,2639,45281,53242,190077,0,63321,146157,64509,0,0,286,40846,40516
b003_r005_p340,16000,0,0,0.013287726470764077,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10446,185904,0,786139,0,261351,605789,268984,0,0,4,168388,168413
b003_r005_p341,16000,0,0.2,0.013959332992161493,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10060210163231355,11020,188380,0,789436,26366,262082,606036,268579,9,1664,0,167984,167800
b003_r005_p342,16000,0,0.4,0.014695732615790259,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18550032421831755,11136,182728,0,757771,46916,252916,579907,256221,0,582,0,161516,161588
b003_r005_p343,16000,0,0.6,0.014544928683421368,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26152854533041947,11466,187754,0,788316,68572,262197,605096,267621,0,0,830,168191,168454
b003_r005_p344,16000,0,0.8,0.014382806759735488,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32543350100484925,10962,183386,0,762160,82747,254267,583812,258469,0,184,0,162355,162804
b003_r005_p345,16000,2,0,0.012932483430057401,11,0,6,16,19,80,18,60,0.8,0.2,0,2.663419831063085e-05,0.0,10195,188479,7,788325,0,262820,605651,267576,0,0,914,168792,168369
b003_r005_p346,16000,2,0.2,0.013832779176516563,11,0,6,16,19,80,18,60,0.8,0.2,0,2.6975159731481553e-05,0.09954604659766164,10796,185387,7,780465,25832,259498,600282,266086,0,0,587,167192,166417
b003_r005_p347,16000,2,0.4,0.014419919040708776,11,0,6,16,19,80,18,60,0.8,0.2,0,3.439998776889324e-05,0.18718944455486417,11328,187855,9,785580,48974,261628,602397,266330,4,645,0,167495,167923
b003_r005_p348,16000,2,0.6,0.014835097791988496,11,0,6,16,19,80,18,60,0.8,0.2,0,1.5719686549450205e-05,0.2606638423629833,11307,185401,4,762179,66328,254458,581471,256882,1,1068,0,161593,161927
b003_r005_p349,16000,2,0.8,0.015014709574420146,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7042166463850418e-05,0.3252438623940044,11662,186820,7,776705,84191,258855,594223,263186,0,0,147,165423,165467
b003_r005_p350,16000,3,0,0.013290179258372309,11,0,6,16,19,80,18,60,0.8,0.2,0,6.588049278608604e-05,0.0,10278,187403,17,773353,0,258043,591672,262193,6,775,0,164150,164548
b003_r005_p351,16000,3,0.2,0.013553965745865128,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2024704065877509,0.0,10242,183921,51142,755646,0,252590,577483,255718,3,500,0,160516,160746
b003_r005_p352,16000,3,0.4,0.012942261193775707,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40586143970621014,0.0,10261,189511,107423,792829,0,264679,609057,269094,0,115,0,169860,169988
b003_r005_p353,16000,3,0.6,0.013116344643172998,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6231730292900413,0.0,10085,185307,159761,768888,0,256367,589496,261003,0,0,1063,164430,163000
b003_r005_p354,16000,3,0.8,0.013483498661810344,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8143879004520346,0.0,10484,186427,210968,777543,0,259051,596632,264946,0,3,0,165525,166158
b003_r005_p355,16000,4,0,0.013873631540106688,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00017513680130146103,0.0,10697,184683,45,771031,0,256942,591651,261679,0,0,770,164926,164276
b003_r005_p356,16000,4,0.2,0.014303731155047635,11,0,6,16,19,80,18,60,0.8,0.2,0,0.201279786805491,0.0,11058,186140,51964,773085,0,258168,591887,261455,0,236,0,165083,165113
b003_r005_p357,16000,4,0.4,0.013209031243149845,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4063068737272843,0.0,10244,185628,105151,775530,0,258797,595658,263069,0,0,623,166145,165821
b003_r005_p358,16000,4,0.6,0.013885992968486704,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6099139287512588,0.0,10589,182349,155045,762567,0,254208,585629,258968,0,585,0,162983,163093
b003_r005_p359,16000,4,0.8,0.013281918363927609,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8088189348390981,0.0,10464,187395,212281,787838,0,262458,605979,268181,0,273,0,169004,168521
b003_r006_p360,1000,0,0,0.013159076619060451,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,586,11071,0,44532,0,14899,33875,15017,5,116,0,9316,9421
b003_r006_p361,1000,0,0.2,0.015519193623587398,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09760969438710966,699,11035,0,45041,1466,15019,34307,15191,0,0,108,9470,9538
b003_r006_p362,1000,0,0.4,0.014977545256724848,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2090016592920354,647,11175,0,43198,3023,14464,32376,14150,0,0,469,8966,8791
b003_r006_p363,1000,0,0.6,0.0149947518368571,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.27717108684347375,700,11460,0,46683,4264,15384,35523,15924,11,269,0,9592,9727
b003_r006_p364,1000,0,0.8,0.016991804738998754,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33032128514056225,763,10897,0,44904,4935,14940,34244,15086,0,173,0,9524,9461
b003_r006_p365,1000,2,0,0.015439513025631457,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0002799552071668533,0.0,662,10499,4,42877,0,14288,32716,14507,1,0,112,8996,9100
b003_r006_p366,1000,2,0.2,0.016510966693744925,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0003669500336370864,0.10433612623081157,813,11988,6,49240,1706,16351,37439,16629,0,0,95,10427,10288
b003_r006_p367,1000,2,0.4,0.013692439784897646,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0006089309878213803,0.20250338294993234,606,10846,9,44258,2993,14780,33806,14771,0,0,319,9501,9215
b003_r006_p368,1000,2,0.6,0.014624794956422063,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004739617275904971,0.27910421233485394,740,12207,8,50599,4711,16879,38652,17010,0,0,91,10891,10660
b003_r006_p369,1000,2,0.8,0.013826930332689703,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00020049455323130388,0.32754126846220677,623,10900,3,45057,4901,14963,34534,15478,0,0,30,9535,9491
b003_r006_p370,1000,3,0,0.014864370684277324,11,0,6,16,19,80,18,60,0.8,0.2,0,0.001288078830424422,0.0,691,11275,20,46487,0,15527,35521,15621,0,0,121,9900,9879
b003_r006_p371,1000,3,0.2,0.016019039772987322,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2307320107831617,0.0,700,10752,3338,43698,0,14467,33246,14755,0,0,299,9198,8994
b003_r006_p372,1000,3,0.4,0.0157422392231867,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4396929128862382,0.0,749,11558,6930,47579,0,15761,36272,16034,1,262,0,9928,10047
b003_r006_p373,1000,3,0.6,0.013084442090862956,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6256379664611917,0.0,593,11036,9439,45321,0,15087,34692,15260,0,0,294,9617,9521
b003_r006_p374,1000,3,0.8,0.015369816160752458,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8330023701236308,0.0,719,11285,13004,46780,0,15611,35776,15798,0,34,0,9966,9978
b003_r006_p375,1000,4,0,0.014246630864322627,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0027445718467919004,0.0,703,11687,45,49345,0,16396,37955,16686,1,162,0,10573,10533
b003_r006_p376,1000,4,0.2,0.012537838501186288,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20874384236453203,0.0,613,11732,3390,48892,0,16240,37547,16667,0,131,0,10322,10427
b003_r006_p377,1000,4,0.4,0.013471411645969546,11,0,6,16,19,80,18,60,0.8,0.2,0,0.41526977475117866,0.0,614,11327,6342,45578,0,15272,34637,15331,0,0,89,9656,9561
b003_r006_p378,1000,4,0.6,0.014902584835060857,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6229751532752501,0.0,693,11026,9653,46502,0,15495,35783,15756,0,0,63,9978,9986
b003_r006_p379,1000,4,0.8,0.013884756520876724,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8401926965623885,0.0,700,12174,14127,50415,0,16814,38541,17043,0,44,0,10734,10720
b003_r006_p380,4000,0,0,0.013429410357795317,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2639,45955,0,196509,0,65034,151915,67271,1,530,0,42103,42010
b003_r006_p381,4000,0,0.2,0.013444653496393854,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10149033495647042,2744,47826,0,204096,6878,67770,157526,69579,1,219,0,43841,43886
b003_r006_p382,4000,0,0.4,0.013950479935836072,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.188225603406742,2696,46715,0,193255,12111,64343,147844,65633,6,213,0,40885,41107
b003_r006_p383,4000,0,0.6,0.014465472708118312,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.264492462149856,2705,44498,0,186997,16439,62153,143794,63532,3,436,0,39844,39979
b003_r006_p384,4000,0,0.8,0.014344052565860847,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.327537211409963,2803,47173,0,195412,21323,65101,149436,66227,0,0,180,41561,41468
b003_r006_p385,4000,2,0,0.013581312114530406,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00011185146125944745,0.0,2550,45606,7,187758,0,62583,143602,63709,9,309,0,39678,39897
b003_r006_p386,4000,2,0.2,0.013929394918876804,11,0,6,16,19,80,18,60,0.8,0.2,0,9.457010008668926e-05,0.10147371739301757,2646,45878,6,189958,6438,63445,145434,63972,3,422,0,40395,40642
b003_r006_p387,4000,2,0.4,0.013201667896012403,11,0,6,16,19,80,18,60,0.8,0.2,0,9.052094805606264e-05,0.1917384548074167,2631,47701,6,199293,12709,66283,152961,67741,0,355,0,42391,42474
b003_r006_p388,4000,2,0.6,0.013753478196223369,11,0,6,16,19,80,18,60,0.8,0.2,0,6.347795727933476e-05,0.2644015615577491,2590,45565,4,188316,16661,63014,144161,63628,0,0,70,40300,40163
b003_r006_p389,4000,2,0.8,0.01478477103408168,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001353994283135249,0.3320144426056868,2949,48271,9,199462,22069,66470,152242,66854,0,0,719,42483,42186
b003_r006_p390,4000,3,0,0.01352094038300438,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00036650466098318857,0.0,2534,45782,23,187413,0,62755,143097,63321,3,30,0,39788,39955
b003_r006_p391,4000,3,0.2,0.014598391010088111,11,0,6,16,19,80,18,60,0.8,0.2,0,0.19980761302734643,0.0,2858,47184,13086,195775,0,65493,149733,65883,0,46,0,41885,41919
b003_r006_p392,4000,3,0.4,0.01491260034672762,11,0,6,16,19,80,18,60,0.8,0.2,0,0.42112543846647893,0.0,2701,45490,25572,181122,0,60723,136931,60197,8,724,0,37862,38140
b003_r006_p393,4000,3,0.6,0.01401708483318111,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6065460282705992,0.0,2609,44705,37675,186130,0,62114,142816,63054,0,0,239,39749,39774
b003_r006_p394,4000,3,0.8,0.013564572647402367,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8115260756093466,0.0,2671,46965,53172,196910,0,65521,151274,66981,0,0,216,42020,42057
b003_r006_p395,4000,4,0,0.013377734994926763,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0008574457470690945,0.0,2571,46608,55,192185,0,64144,147006,65227,0,0,98,41024,40657
b003_r006_p396,4000,4,0.2,0.013675144514517198,11,0,6,16,19,80,18,60,0.8,0.2,0,0.2094745987470849,0.0,2704,47426,13743,197731,0,65607,151601,67489,0,0,320,42152,41640
b003_r006_p397,4000,4,0.4,0.014327271934889904,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40491637596583313,0.0,2630,44666,24840,183566,0,61346,140270,62010,0,0,233,38991,39036
b003_r006_p398,4000,4,0.6,0.014377075457763238,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6211640559509525,0.0,2628,44505,37791,182791,0,60839,139658,61592,0,0,893,38718,38455
b003_r006_p399,4000,4,0.8,0.013134998292396012,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8229049825245875,0.0,2423,44172,50621,184469,0,61515,141874,62949,3,0,34,39301,39587
b003_r006_p400,16000,0,0,0.013327814251277997,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,10400,186870,0,780323,0,260066,599053,265400,0,391,0,166766,166496
b003_r006_p401,16000,0,0.2,0.013558920030043088,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.09889718825096046,10633,188098,0,784207,25845,261332,601476,266702,0,208,0,167307,167259
b003_r006_p402,16000,0,0.4,0.014108684676393708,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18672270644572295,11038,188029,0,782355,48780,261243,599288,264633,1,196,0,167196,167262
b003_r006_p403,16000,0,0.6,0.01486422415192866,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.2607022100546371,11443,184608,0,769835,66849,256419,589784,261024,0,530,0,164162,164068
b003_r006_p404,16000,0,0.8,0.014321785054947316,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.32646902183561155,11140,186420,0,777836,84594,259118,596276,264239,0,0,221,166122,165694
b003_r006_p405,16000,2,0,0.013426814198405019,11,0,6,16,19,80,18,60,0.8,0.2,0,2.7053767430355873e-05,0.0,10420,187192,7,776059,0,258744,594447,262371,0,0,1780,165382,164914
b003_r006_p406,16000,2,0.2,0.013680099150418535,11,0,6,16,19,80,18,60,0.8,0.2,0,3.5183324667810775e-05,0.10032329566111421,10497,184365,9,767319,25663,255803,588457,260087,0,0,1129,163748,163493
b003_r006_p407,16000,2,0.4,0.01437843433941228,11,0,6,16,19,80,18,60,0.8,0.2,0,1.1950572432419512e-05,0.1879187679756527,10833,181105,3,753420,47174,251034,577482,255994,2,489,0,160171,160826
b003_r006_p408,16000,2,0.6,0.01445760519100958,11,0,6,16,19,80,18,60,0.8,0.2,0,2.406275566677896e-05,0.2594807257327109,10784,179731,6,745905,64701,249348,571390,252071,0,0,328,159428,159563
b003_r006_p409,16000,2,0.8,0.014459957678795595,11,0,6,16,19,80,18,60,0.8,0.2,0,2.6814272854379344e-05,0.3286548811553121,11323,188117,7,783059,85797,261055,599619,264970,6,645,0,166968,167030
b003_r006_p410,16000,3,0,0.014016462519412099,11,0,6,16,19,80,18,60,0.8,0.2,0,5.567795868695465e-05,0.0,10578,182123,14,754684,0,251446,577983,255830,9,1360,0,160263,160521
b003_r006_p411,16000,3,0.2,0.01401701007691818,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20391449086670774,0.0,10790,184472,52311,769779,0,256534,590517,261589,0,0,318,164246,164364
b003_r006_p412,16000,3,0.4,0.01361312760531703,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40314479143917886,0.0,10447,186123,103376,767421,0,256424,586851,258614,5,1505,0,163243,163484
b003_r006_p413,16000,3,0.6,0.012906863459576394,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6102734936333387,0.0,10095,186459,158831,782142,0,260262,601588,267172,0,0,347,166935,167134
b003_r006_p414,16000,3,0.8,0.013891392195430311,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8316460516037354,0.0,10636,184224,211861,765654,0,254749,586794,259128,0,0,2392,162931,162343
b003_r006_p415,16000,4,0,0.013367519405725732,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00017197442271313102,0.0,10250,183469,44,766784,0,255852,589065,260778,0,0,52,164108,164127
b003_r006_p416,16000,4,0.2,0.013272400023963514,11,0,6,16,19,80,18,60,0.8,0.2,0,0.20763991731758877,0.0,10191,183651,53139,767834,0,255919,589992,261672,0,0,133,164501,163686
b003_r006_p417,16000,4,0.4,0.013638221801169288,11,0,6,16,19,80,18,60,0.8,0.2,0,0.40106623561320204,0.0,10509,186472,103216,770555,0,257354,589574,260592,0,0,746,164264,163972
b003_r006_p418,16000,4,0.6,0.013890329002623311,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6040881443038859,0.0,10717,184894,155627,771544,0,257623,591933,260926,0,651,0,165132,165224
b003_r006_p419,16000,4,0.8,0.012765234627439061,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8141864393764877,0.0,9995,185908,212063,782986,0,260460,603083,266865,0,0,1200,167586,167432
b003_r007_p420,1000,0,0,0.013704355477342719,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,623,10754,0,45460,0,15087,35083,15529,2,111,0,9722,9719
b003_r007_p421,1000,0,0.2,0.011985517499687877,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.10382888500873036,576,11684,0,48058,1665,16036,36798,16314,0,96,0,10212,10176
b003_r007_p422,1000,0,0.4,0.012311303387334315,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.19669866703501623,535,10657,0,43456,2848,14479,33264,14781,0,0,180,9215,9088
b003_r007_p423,1000,0,0.6,0.016118921823229156,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.27206917353710036,720,11180,0,44668,4059,14919,33768,14904,3,185,0,9259,9417
b003_r007_p424,1000,0,0.8,0.013919892178747421,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.33734253339241627,661,11416,0,47486,5329,15797,36409,16202,0,22,0,10044,10141
b003_r007_p425,1000,2,0,0.014795510907486023,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0005055931239335145,0.0,704,11562,8,47582,0,15823,36316,16180,0,34,0,9977,10125
b003_r007_p426,1000,2,0.2,0.011780080276299823,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004492362982929021,0.09905660377358491,631,12505,8,53565,1764,17808,41429,18236,0,0,81,11526,11586
b003_r007_p427,1000,2,0.4,0.01724890829694323,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00013185654008438817,0.18677478902953587,790,10911,2,45800,2833,15168,35099,15422,2,250,0,9725,9700
b003_r007_p428,1000,2,0.6,0.014291154717283679,11,0,6,16,19,80,18,60,0.8,0.2,0,0.00012091167402212683,0.2834774197448764,713,11995,2,49891,4689,16541,38183,16813,0,0,281,10628,10461
b003_r007_p429,1000,2,0.8,0.014749507312519448,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0004374453193350831,0.33214598175228094,711,11393,7,48205,5315,16002,37101,16418,0,71,0,10346,10266
b003_r007_p430,1000,3,0,0.01229695154604415,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0009548818333731201,0.0,620,11979,16,50419,0,16756,38820,17269,0,18,0,10750,10783
b003_r007_p431,1000,3,0.2,0.011018702241735973,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22026235354049922,0.0,522,11548,3459,47374,0,15704,36304,16293,5,82,0,9878,10046
b003_r007_p432,1000,3,0.4,0.011235036973485314,11,0,6,16,19,80,18,60,0.8,0.2,0,0.43879680785758135,0.0,550,11843,7148,48954,0,16290,37561,16662,5,134,0,10333,10427
b003_r007_p433,1000,3,0.6,0.014716805942432683,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6808348883820582,0.0,634,10842,9851,43080,0,14469,32604,14348,0,0,159,9144,8953
b003_r007_p434,1000,3,0.8,0.014832002547828658,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8391864406779661,0.0,652,10894,12378,43959,0,14750,33413,14708,0,0,99,9330,9276
b003_r007_p435,1000,4,0,0.014714980114891736,11,0,6,16,19,80,18,60,0.8,0.2,0,0.002633484758706959,0.0,666,11192,40,45260,0,15189,34402,15184,3,15,0,9560,9640
b003_r007_p436,1000,4,0.2,0.013286212758343026,11,0,6,16,19,80,18,60,0.8,0.2,0,0.22129394465980484,0.0,594,10941,3311,44708,0,14962,34173,15059,0,0,108,9535,9471
b003_r007_p437,1000,4,0.4,0.014796203238414294,11,0,6,16,19,80,18,60,0.8,0.2,0,0.4117684887459807,0.0,689,11283,6403,46566,0,15550,35594,15688,1,88,0,9906,9911
b003_r007_p438,1000,4,0.6,0.014012436307107695,11,0,6,16,19,80,18,60,0.8,0.2,0,0.6317829457364341,0.0,649,11140,9780,46316,0,15480,35527,15462,0,244,0,9948,9873
b003_r007_p439,1000,4,0.8,0.013445489468803815,11,0,6,16,19,80,18,60,0.8,0.2,0,0.8565179932401087,0.0,609,11022,12924,45294,0,15089,34663,15236,1,268,0,9596,9562
b003_r007_p440,4000,0,0,0.014085666791895466,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.0,2737,46018,0,194311,0,64545,149556,66222,0,251,0,41609,41474
b003_r007_p441,4000,0,0.2,0.013370146642008036,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.1006946077739624,2552,46507,0,190873,6422,63777,145814,64641,0,0,126,40678,40369
b003_r007_p442,4000,0,0.4,0.013031943225570813,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.18586120210253676,2569,46858,0,197131,12199,65635,151704,67020,0,272,0,42145,42267
b003_r007_p443,4000,0,0.6,0.013650486957884019,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.26213030700931655,2614,45613,0,191495,16769,63972,147268,64908,1,0,10,41194,41155
b003_r007_p444,4000,0,0.8,0.01438976251260378,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0,0.3255276462563197,2683,45247,0,186452,20282,62305,142522,63102,0,54,0,39594,39772
b003_r007_p445,4000,2,0,0.013748973855747222,11,0,6,16,19,80,18,60,0.8,0.2,0,0.0001140938503414666,0.0,2529,44864,7,183941,0,61353,140548,62361,0,0,345,39153,38689
